   80.000000000000000             (-3.45723449868273753E-015,0.0000000000000000)
   80.000000000000000      (-6.53199716538210860E-015,-7.01728605778662038E-015)
   80.000000000000000       (-1.39527278619766545E-014,1.15947876300204193E-014)
   80.000000000000000      (-9.12936393149266267E-015,-1.15792792021451874E-014)
   80.000000000000000       (-2.08177919347463093E-014,1.38151989848012137E-014)
   80.000000000000000       (-5.33462163332387686E-015,2.01080818662546797E-014)
   80.000000000000000        (5.43232125949089092E-015,9.53320755670006368E-015)
   80.000000000000000       (1.28286270495436835E-015,-1.91735516352764530E-015)
   80.000000000000000             (-1.61870516990347824E-015,1.9999999999999971)
   80.000000000000000        (8.22675261247241012E-016,4.73454608851398041E-015)
   80.000000000000000       (-8.24340595784178731E-015,9.29090138157562276E-015)
   80.000000000000000        (6.54254428411604746E-015,1.07547304395438919E-014)
   80.000000000000000       (1.20736753927985774E-015,-1.01826880261057796E-014)
   80.000000000000000       (-7.11153358423644098E-015,9.41191569125976362E-016)
   80.000000000000000       (-9.87210313496689215E-015,2.17270645919143138E-015)
   80.000000000000000       (1.07469588783715150E-015,-2.26929586233382011E-015)
   80.000000000000000       (-1.17350573702879049E-015,1.16792686633004911E-014)
   80.000000000000000       (-7.81985587394729034E-015,5.09897679634718792E-015)
   80.000000000000000        (4.82391904199630489E-016,3.19938520121354475E-015)
   80.000000000000000      (-1.69897429458387707E-014,-1.57512891618694084E-015)
   80.000000000000000       (-8.59312621059871225E-015,1.50512935448432465E-014)
   80.000000000000000       (-2.13717932240342639E-016,2.41401343359370915E-014)
   80.000000000000000        (1.94494420568958051E-014,1.74726899615507131E-014)
   80.000000000000000        (1.49513734726269817E-014,2.87492252226684281E-015)
   80.000000000000000        (5.46285239266808257E-015,1.85129689356244861E-015)
   80.000000000000000       (8.68471961013028641E-015,-3.85580456452316832E-015)
   80.000000000000000       (1.06026298851702445E-016,-5.27911048209261923E-016)
   80.000000000000000        (3.58713059256388103E-015,1.80688797257744211E-015)
   80.000000000000000        (2.09388062444304517E-015,3.02813329966511431E-015)
   80.000000000000000       (-4.79560835486836371E-015,3.72812891669127547E-015)
   80.000000000000000       (7.96640531319781025E-015,-7.79376563286859844E-016)
   80.000000000000000      (-3.57935903139150491E-015,-1.64368518795754423E-015)
   80.000000000000000       (-9.27868892830474571E-016,4.04898337080794578E-015)
   80.000000000000000       (-2.53519427673154505E-015,1.02307051719208174E-015)
   80.000000000000000        (4.09144940149985805E-015,2.21650475751289389E-014)
   80.000000000000000       (6.11122263904917437E-015,-7.45403738733330108E-015)
   80.000000000000000      (-3.81195075505047508E-015,-3.22020188292526644E-015)
   80.000000000000000        (1.13226095166396589E-014,6.96720459103517015E-015)
   80.000000000000000       (5.02098362886727041E-016,-2.68951527715444188E-015)
   80.000000000000000      (-1.32338584535318659E-015,-8.86180018255799875E-015)
   80.000000000000000              (3.0000000000000018,6.98607838245379722E-015)
   80.000000000000000       (4.16833234595515042E-015,-9.48352507634808736E-015)
   80.000000000000000      (-8.04911692853238436E-018,-5.30853139224518575E-015)
   80.000000000000000        (1.21194720925643648E-015,6.55087095680073645E-015)
   80.000000000000000        (4.31141233825371750E-015,8.13626943596545933E-015)
   80.000000000000000       (6.68090582855995797E-015,-1.28835830892626293E-014)
   80.000000000000000       (-3.18883808247960589E-015,1.94816385246099338E-014)
   80.000000000000000       (3.20660858976751231E-014,-1.01751940206895603E-014)
   80.000000000000000      (-5.00394864433317808E-015,-1.02989838879352647E-014)
   80.000000000000000       (3.03332012285828498E-015,-1.41636702366554349E-014)
   80.000000000000000      (-9.92043820911029137E-015,-7.15982828580763396E-015)
   80.000000000000000       (1.67947253326694575E-015,-5.94246873930615022E-015)
   80.000000000000000       (-5.98188165668034372E-015,8.10074229917745508E-015)
   80.000000000000000      (-6.60443921773890044E-016,-5.80202552669106786E-015)
   80.000000000000000       (3.45140582780345524E-015,-1.30606636616903416E-014)
   80.000000000000000       (-8.43936032168812751E-015,2.15882867138361692E-015)
   80.000000000000000      (-8.11281597457025372E-015,-7.52953255300781090E-015)
   80.000000000000000       (-1.36558819807675035E-014,5.31796828795449967E-015)
   80.000000000000000       (-1.75610914698864929E-014,2.31969998765180205E-014)
   80.000000000000000        (3.84969833788772999E-015,2.74519296183939317E-014)
   80.000000000000000        (1.45047862609715148E-014,1.54326551538019880E-014)
   80.000000000000000       (1.75665038071315387E-014,-7.82374165453347801E-015)
   80.000000000000000       (1.14872000800403386E-014,-1.00586206031039188E-015)
   80.000000000000000       (5.72625280526040121E-015,-1.74915637529693422E-015)
   80.000000000000000       (4.10782519111307915E-017,-8.90010287690756810E-015)
   80.000000000000000       (1.09914854995452058E-014,-5.26023669067399197E-015)
   80.000000000000000      (-5.88140647295176713E-016,-4.64239757747009182E-015)
   80.000000000000000       (-3.43669537272717188E-015,3.00315328161104852E-015)
   80.000000000000000       (7.96585020168549847E-017,-1.70791158993210965E-014)
   80.000000000000000       (-6.95082880142194900E-015,1.34503519433337721E-014)
   80.000000000000000        (1.38972167107453967E-014,2.91489055115334839E-015)
   80.000000000000000        (6.03961325396085201E-016,4.04565270173407018E-015)
   80.000000000000000       (8.87678819339043893E-015,-2.16565654298506158E-014)
   80.000000000000000      (-3.19499982026627519E-014,-3.32511795875234376E-015)
   80.000000000000000       (-6.60194121593349375E-015,1.69125824456273230E-014)
   80.000000000000000       (-3.53050921830799788E-015,4.89663865010925257E-015)
   80.000000000000000        (1.97769578491602250E-014,2.39563924253616280E-014)
   80.000000000000000       (1.44106948596345332E-014,-1.91979765418182055E-014)
   80.000000000000000       (-1.11521902823596974E-015,2.93798319006555170E-014)
   80.000000000000000       (2.39280817382336870E-014,-1.23939747354029356E-014)
   80.000000000000000       (3.15469872447238221E-015,-1.50712775592864992E-015)
   80.000000000000000      (-8.35387314879199089E-015,-4.95575802617054282E-015)
   80.000000000000000        (3.56825680114525318E-015,2.50022225145585248E-015)
   80.000000000000000      (-1.02362562870439440E-015,-5.67212943280992514E-015)
   80.000000000000000        (1.45833345399637426E-014,7.71605002114483815E-016)
   80.000000000000000       (4.53526105559376443E-016,-1.34070532453733910E-014)
   80.000000000000000       (-8.49320613838244768E-017,8.07770517141648194E-015)
   80.000000000000000       (-1.01751940206895587E-015,3.87384568867332727E-015)
   80.000000000000000       (-9.11104525158634690E-015,8.93896068276944795E-015)
   80.000000000000000        (8.82960371484387009E-015,9.43717326506998663E-015)
   80.000000000000000       (1.35014222024665286E-014,-4.74204009393019972E-015)
   80.000000000000000      (-7.34801108848159882E-015,-8.63947802187681140E-015)
   80.000000000000000       (-4.17554879561521369E-015,7.02507496619375587E-015)
   80.000000000000000        (7.70328245636164922E-015,8.60048143813685354E-015)
   80.000000000000000       (4.46642722806700442E-015,-2.84591794574851055E-015)
   80.000000000000000      (-6.87505607999128156E-015,-3.62571084266960485E-015)
   80.000000000000000       (1.96620497661115233E-015,-9.03416230713105531E-015)
   80.000000000000000       (1.16773257730073972E-014,-1.22211962771956450E-014)
   80.000000000000000      (-1.05926378779486182E-014,-1.42294509508644740E-014)
   80.000000000000000       (-4.42423875313124868E-016,3.00261551733349581E-015)
