   8.0000000000000000                   (0.39371096911556208,0.0000000000000000)
   8.0000000000000000            (0.40713043321053022,-2.63130342825623927E-002)
   8.0000000000000000            (0.45332523695622440,-5.80656350269857513E-002)
   8.0000000000000000                 (0.55807619682547616,-0.10553510373114540)
   8.0000000000000000                 (0.81998842490599655,-0.20189603249717314)
   8.0000000000000000                  (2.0069759346817251,-0.59740018783876225)
   8.0000000000000000                  (-2.8027233036004220,0.95643850133547981)
   8.0000000000000000                 (-0.75637669107308114,0.28308971036667563)
   8.0000000000000000                 (-0.42334020300753317,0.16651659673599523)
   8.0000000000000000                 (-0.29194338374972945,0.11512792915214183)
   8.0000000000000000            (-0.22528743918864905,8.39082122943699965E-002)
   8.0000000000000000            (-0.18853392113250880,6.07433952171413521E-002)
   8.0000000000000000            (-0.16964848411212316,4.03610855902145002E-002)
   8.0000000000000000            (-0.16509403697422764,1.89030448125496846E-002)
   8.0000000000000000           (-0.17784836685605313,-9.15383513223544908E-003)
   8.0000000000000000           (-0.22587221628909748,-5.87838442595092631E-002)
   8.0000000000000000                (-0.42661973003308573,-0.21650369942163117)
   8.0000000000000000                    (1.4730743312650310,1.1539424990481972)
   8.0000000000000000                  (0.21794117953841763,0.23386226156273510)
   8.0000000000000000                  (0.10846037467273897,0.14737593966402621)
   8.0000000000000000             (6.98278759779217967E-002,0.11333287387072058)
   8.0000000000000000        (5.10224959244112083E-002,9.44723098604648981E-002)
   8.0000000000000000        (4.03584137986993524E-002,8.21595418545352507E-002)
   8.0000000000000000        (3.37408895438610149E-002,7.33086772496289452E-002)
   8.0000000000000000        (2.93819462804831150E-002,6.65341670187524631E-002)
   8.0000000000000000        (2.63861858916143721E-002,6.11170073516607015E-002)
   8.0000000000000000        (2.42609632243590487E-002,5.66443995230384092E-002)
   8.0000000000000000        (2.27159335385830156E-002,5.28609095568233489E-002)
   8.0000000000000000        (2.15707536308320340E-002,4.95990693847855393E-002)
   8.0000000000000000        (2.07086646694168396E-002,4.67439169384927244E-002)
   8.0000000000000000        (2.00514921167489341E-002,4.42135265271800318E-002)
   8.0000000000000000        (1.95454208177553330E-002,4.19476786334358823E-002)
   8.0000000000000000        (1.91525286959874086E-002,3.99009415305272425E-002)
   8.0000000000000000        (1.88455550449324154E-002,3.80382723499178427E-002)
   8.0000000000000000        (1.86045630881802523E-002,3.63321217928081197E-002)
   8.0000000000000000        (1.84147519633947494E-002,3.47604708026360495E-002)
   8.0000000000000000        (1.82649878240643861E-002,3.33054641113934152E-002)
   8.0000000000000000        (1.81467969850556722E-002,3.19524371822074993E-002)
   8.0000000000000000        (1.80536629658459569E-002,3.06892090919310551E-002)
   8.0000000000000000        (1.79805276011448661E-002,2.95055592906645348E-002)
