   8.0000000000000000             (-9.54791801177634585E-016,0.0000000000000000)
   8.0000000000000000       (-4.61852778244065137E-016,1.06376712993849769E-015)
   8.0000000000000000       (-5.71764857681955658E-016,1.27106658531772614E-015)
   8.0000000000000000        (1.25122134875255137E-015,1.34177391419854078E-015)
   8.0000000000000000       (9.25926002537380539E-016,-9.67281810204667675E-016)
   8.0000000000000000       (7.63833440942107688E-016,-1.33504318711175063E-016)
   8.0000000000000000      (-3.67483821150926821E-016,-1.42691414239948235E-015)
   8.0000000000000000       (-1.71418435002124164E-015,1.16642806524680505E-015)
   8.0000000000000000        (8.52651282912120191E-016,2.39919195621496322E-015)
   8.0000000000000000       (-6.32827124036339174E-017,1.98230321046821705E-015)
   8.0000000000000000              (2.72337707940550912E-015,4.0000000000000009)
   8.0000000000000000       (1.99285032920215591E-016,-2.39697151016571295E-015)
   8.0000000000000000      (-3.05311331771918073E-017,-3.33066907387546962E-016)
   8.0000000000000000      (-2.47302178735253604E-015,-1.44662060108657890E-015)
   8.0000000000000000       (-3.45279360658423670E-016,6.48647802137247736E-016)
   8.0000000000000000        (2.93431945408428870E-015,1.20736753927985774E-015)
   8.0000000000000000             (1.9999999999999989,-3.67206265394770557E-015)
   8.0000000000000000      (-2.14273043752655220E-015,-3.54716256367737497E-016)
   8.0000000000000000       (-1.16295861829485144E-015,3.88022947106492223E-016)
   8.0000000000000000       (6.60027588139655595E-016,-6.31161789499401450E-016)
   8.0000000000000000        (3.41948691584548222E-015,1.74527059471074615E-015)
   8.0000000000000000       (4.13946654731489578E-015,-3.01425551185729985E-015)
   8.0000000000000000       (-4.56024107364783081E-015,1.59317004033709969E-016)
   8.0000000000000000       (2.46247466861859718E-015,-2.61846100357843180E-015)
   8.0000000000000000        (1.71751501909511724E-015,1.54987134237671863E-015)
   8.0000000000000000       (1.63535851527285563E-015,-2.46302978013090964E-015)
   8.0000000000000000       (3.74700270810990332E-015,-4.28490576354079154E-015)
   8.0000000000000000      (-2.77666778458751668E-015,-6.98330282489223448E-015)
   8.0000000000000000       (4.36595204433842841E-015,-4.12669898253170705E-015)
   8.0000000000000000      (-1.01557651177586188E-014,-2.59792187762286615E-015)
   8.0000000000000000       (-7.45348227582098900E-015,4.30655511252098213E-015)
   8.0000000000000000       (-5.30464561165899808E-015,4.67015315308572073E-015)
   8.0000000000000000        (3.66318086975070372E-015,3.47388784405211472E-015)
   8.0000000000000000        (3.07975867031018407E-015,5.19584375524573229E-015)
   8.0000000000000000      (-1.02307051719208174E-015,-7.21644966006351751E-016)
   8.0000000000000000       (-3.53911344674884290E-015,2.68007838144512795E-015)
   8.0000000000000000       (-1.65256697215454549E-015,4.68070027181965960E-015)
   8.0000000000000000        (8.48821013477163414E-015,1.20181642415673188E-015)
   8.0000000000000000        (5.39429612089747918E-015,2.08166817117216851E-016)
   8.0000000000000000      (-2.74114064779951164E-015,-2.53297383068229479E-015)
   8.0000000000000000      (-4.41174874410421549E-015,-3.62487817540113595E-015)
   8.0000000000000000       (-2.47302178735253604E-015,1.23401289187086152E-015)
   8.0000000000000000       (-1.35558231306731623E-015,8.52651282912120191E-016)
   8.0000000000000000       (1.19140808330087103E-015,-3.00093283556179825E-015)
   8.0000000000000000       (2.26818563930919478E-015,-1.30950805754537217E-014)
   8.0000000000000000       (-8.84292639113937248E-015,7.21533943703889179E-015)
   8.0000000000000000       (-4.61103377702443128E-015,3.45945494473198780E-015)
   8.0000000000000000        (3.86989051914810059E-015,3.78364006792253330E-015)
   8.0000000000000000       (-9.46520639644177158E-015,5.46673817325427103E-015)
   8.0000000000000000        (3.23588378314809671E-015,4.73288075397704262E-015)
   8.0000000000000000        (1.85431517772566609E-015,2.05946371067966546E-015)
   8.0000000000000000        (2.26686724946745242E-015,1.97286631475890313E-015)
   8.0000000000000000       (-3.52183560092811384E-015,9.63673585374635846E-016)
   8.0000000000000000       (-1.42802436542410768E-015,4.78950212823292538E-015)
   8.0000000000000000        (7.67289010106253481E-015,4.39648317751562006E-015)
   8.0000000000000000       (5.62716540031260618E-015,-1.20303766948381962E-014)
   8.0000000000000000       (-1.14103171355850462E-015,2.64233079860787245E-016)
   8.0000000000000000      (-3.10682035653542250E-015,-3.02535774210355157E-015)
   8.0000000000000000        (1.16320841847539207E-014,6.33271213246189281E-015)
   8.0000000000000000      (-3.30707683460218520E-015,-1.79134485023269025E-015)
   8.0000000000000000       (-2.01061389759615843E-015,6.65578703262781358E-016)
   8.0000000000000000        (1.24178445304323765E-015,5.39845945723982368E-015)
   8.0000000000000000       (2.88075119314612511E-015,-1.19421139643804961E-014)
   8.0000000000000000       (-6.92196300278169436E-015,1.22662990875710420E-014)
   8.0000000000000000       (-7.89784904142720765E-015,1.55764290354909456E-015)
   8.0000000000000000        (2.33368879776207900E-015,4.25492974187591276E-015)
   8.0000000000000000        (1.42372225120368524E-014,2.69118061169137928E-015)
   8.0000000000000000        (4.03288513695088145E-015,2.77944334214907941E-015)
   8.0000000000000000       (1.36329836308846099E-014,-2.27928786955544650E-015)
   8.0000000000000000      (-1.33615341013637591E-015,-2.17048601314218112E-016)
   8.0000000000000000       (2.38364883387021097E-015,-2.32258656751582767E-015)
   8.0000000000000000       (2.63677968348474678E-016,-9.96758231508465555E-015)
   8.0000000000000000       (1.06525899212783777E-015,-1.19487753025282473E-014)
   8.0000000000000000      (-1.85462756263632381E-015,-1.14203091428066722E-014)
   8.0000000000000000       (-1.60149671302178839E-015,1.32727162593937465E-015)
   8.0000000000000000        (7.71605002114483815E-016,8.63753513158371757E-015)
   8.0000000000000000       (1.57707180648003487E-015,-1.45272682772201743E-015)
   8.0000000000000000        (7.99360577730112709E-015,5.71875879984418112E-015)
   8.0000000000000000       (4.81781281536086715E-015,-1.07353015366129504E-014)
   8.0000000000000000       (4.71844785465691530E-015,-5.36293232045181864E-015)
   8.0000000000000000       (6.28053165030451058E-015,-1.58428825614009834E-015)
   8.0000000000000000       (8.53372927878126518E-015,-5.90194559890733179E-015)
   8.0000000000000000       (1.15596421323971304E-014,-1.39771527685184078E-014)
   8.0000000000000000       (-1.93733917797089828E-016,4.59687843346046078E-015)
   8.0000000000000000        (1.87683202312882726E-014,7.69634356245774200E-015)
   8.0000000000000000       (1.09745545984196722E-015,-5.81118486664422575E-015)
   8.0000000000000000       (8.62476756680052884E-015,-5.86697357363163961E-015)
   8.0000000000000000      (-1.14408482687622378E-015,-7.82734987936350965E-015)
