   8.0000000000000000                   (0.42200000412427768,0.0000000000000000)
   8.0000000000000000            (0.43554757053858950,-2.47122231338565111E-002)
   8.0000000000000000            (0.48213220786935507,-5.48302800227413525E-002)
   8.0000000000000000                 (0.58755191926095973,-0.10059527064498321)
   8.0000000000000000                 (0.85044261151866563,-0.19514025849690653)
   8.0000000000000000                  (2.0387664176468134,-0.58866640819705540)
   8.0000000000000000                  (-2.7691668769155000,0.96737742584329467)
   8.0000000000000000                 (-0.72051843265409132,0.29654883804421328)
   8.0000000000000000                 (-0.38448514680847767,0.18293556349814769)
   8.0000000000000000                 (-0.24915177214691620,0.13513182828265444)
   8.0000000000000000                 (-0.17722686963697520,0.10841388163957255)
   8.0000000000000000            (-0.13320484656036122,9.11579223406822209E-002)
   8.0000000000000000            (-0.10382455442689990,7.89876545410002212E-002)
   8.0000000000000000       (-8.30268328715860759E-002,6.98813621939251145E-002)
   8.0000000000000000       (-6.76600161579092585E-002,6.27728414708617760E-002)
   8.0000000000000000       (-5.59285827630011667E-002,5.70447126660338574E-002)
   8.0000000000000000              (1.9532619773553754,5.23136597076458293E-002)
   8.0000000000000000       (-3.93852717977893826E-002,4.83284543737196523E-002)
   8.0000000000000000       (-3.33994283877762227E-002,4.49171638173848989E-002)
   8.0000000000000000       (-2.84541156470011110E-002,4.19578907089867767E-002)
   8.0000000000000000       (-2.43165803918590703E-002,3.93616334498661860E-002)
   8.0000000000000000       (-2.08167749758411021E-002,3.70617749367753505E-002)
   8.0000000000000000       (-1.78278570374038325E-002,3.50073823555541175E-002)
   8.0000000000000000       (-1.52534891515935245E-002,3.31587928000155741E-002)
   8.0000000000000000       (-1.30193345411945341E-002,3.14846206078636739E-002)
   8.0000000000000000       (-1.10672229501119143E-002,2.99596772746042947E-002)
   8.0000000000000000       (-9.35106202687685170E-003,2.85634935420758934E-002)
   8.0000000000000000       (-7.83391720031712153E-003,2.72792486562400648E-002)
   8.0000000000000000       (-6.48589048485652148E-003,2.60929809864659315E-002)
   8.0000000000000000       (-5.28255597502105302E-003,2.49929968924260879E-002)
   8.0000000000000000       (-4.20378991083627130E-003,2.39694217480872461E-002)
   8.0000000000000000       (-3.23288476345772033E-003,2.30138545339355974E-002)
   8.0000000000000000       (-2.35587066101470557E-003,2.21190989818320048E-002)
   8.0000000000000000       (-1.56099013708441516E-003,2.12789520555870353E-002)
   8.0000000000000000       (-8.38287604370869057E-004,2.04880358971479826E-002)
   8.0000000000000000       (-1.79285612678359491E-004,1.97416630928232244E-002)
   8.0000000000000000        (4.23272580791519406E-004,1.90357277458115953E-002)
   8.0000000000000000        (9.75629296025632168E-004,1.83666167267590268E-002)
   8.0000000000000000        (1.48317892346630704E-003,1.77311368418886402E-002)
   8.0000000000000000        (1.95060320762196408E-003,1.71264546610470185E-002)
   8.0000000000000000        (2.38198186543193318E-003,1.65500464925920042E-002)
   8.0000000000000000        (2.78088357277611479E-003,1.59996565492806983E-002)
   8.0000000000000000        (3.15044122053534208E-003,1.54732617709257905E-002)
   8.0000000000000000        (3.49341448702169665E-003,1.49690420911578626E-002)
   8.0000000000000000        (3.81224212271236195E-003,1.44853551831525401E-002)
   8.0000000000000000        (4.10908584373427706E-003,1.40207149108529938E-002)
   8.0000000000000000        (4.38586734472082729E-003,1.35737728618121768E-002)
   8.0000000000000000        (4.64429964115634780E-003,1.31433024562320148E-002)
   8.0000000000000000        (4.88591371652724680E-003,1.27281852189327013E-002)
   8.0000000000000000        (5.11208126373454211E-003,1.23273988764026291E-002)
   8.0000000000000000        (5.32403416382307496E-003,1.19400069996096585E-002)
   8.0000000000000000        (5.52288122790402757E-003,1.15651499618338385E-002)
   8.0000000000000000        (5.70962263420784349E-003,1.12020370190850493E-002)
   8.0000000000000000        (5.88516241690078320E-003,1.08499393528625476E-002)
   8.0000000000000000        (6.05031930223648168E-003,1.05081839401925791E-002)
   8.0000000000000000        (6.20583613777836874E-003,1.01761481376105804E-002)
